,Customer_ID,custcare_Mean,new_cell,area,creditcd
9080,1090818,5.333333333,Y,CENTRAL-SOUTH TEXAS AREA,Y
9081,1090843,0.333333333,U,CHICAGO AREA,N
9082,1090851,0.333333333,N,NEW YORK CITY AREA,Y
9083,1090861,0.333333333,U,ATLANTIC SOUTH AREA,Y
9084,1090877,0.0,U,CALIFORNIA NORTH AREA,N
9085,1090880,0.0,U,CALIFORNIA NORTH AREA,Y
9086,1090889,0.666666667,U,SOUTHWEST AREA,Y
9087,1090891,8.666666667,U,LOS ANGELES AREA,Y
9088,1090898,0.0,U,NEW YORK CITY AREA,N
9089,1090906,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
9090,1090909,0.0,Y,NEW YORK CITY AREA,Y
9091,1090928,0.0,U,NEW YORK CITY AREA,
9092,1090952,2.666666667,U,MIDWEST AREA,N
9093,1090998,0.0,U,NORTH FLORIDA AREA,Y
9094,1091003,0.333333333,U,NEW YORK CITY AREA,Y
9095,1091009,0.0,U,CALIFORNIA NORTH AREA,Y
9096,1091010,0.0,U,DALLAS AREA,Y
9097,1091026,13.66666667,U,ATLANTIC SOUTH AREA,N
9098,1091029,3.333333333,N,GREAT LAKES AREA,Y
9099,1091035,0.0,U,NEW ENGLAND AREA,N
9100,1091057,0.333333333,N,PHILADELPHIA AREA,N
9101,1091059,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
9102,1091061,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
9103,1091067,0.0,Y,CENTRAL-SOUTH TEXAS AREA,N
9104,1091076,0.0,U,LOS ANGELES AREA,Y
9105,1091082,2.333333333,U,SOUTH FLORIDA AREA,N
9106,1091112,0.0,U,SOUTHWEST AREA,N
9107,1091118,0.0,U,SOUTHWEST AREA,Y
9108,1091127,8.666666667,U,SOUTH FLORIDA AREA,Y
9109,1091133,2.666666667,U,CHICAGO AREA,Y
9110,1091134,2.333333333,N,HOUSTON AREA,N
9111,1091149,11.0,U,DALLAS AREA,N
9112,1091152,2.0,N,NEW ENGLAND AREA,Y
9113,1091154,21.33333333,U,GREAT LAKES AREA,N
9114,1091162,1.666666667,U,NEW YORK CITY AREA,Y
9115,1091165,8.0,U,NEW YORK CITY AREA,N
9116,1091169,0.666666667,Y,LOS ANGELES AREA,Y
9117,1091171,0.666666667,U,NEW YORK CITY AREA,Y
9118,1091176,3.333333333,N,NORTH FLORIDA AREA,N
9119,1091197,0.0,U,PHILADELPHIA AREA,Y
9120,1091198,14.66666667,U,NEW YORK CITY AREA,Y
9121,1091204,0.333333333,U,CHICAGO AREA,Y
9122,1091212,0.0,U,SOUTHWEST AREA,N
9123,1091218,10.66666667,U,ATLANTIC SOUTH AREA,
9124,1091219,6.666666667,U,DALLAS AREA,Y
9125,1091223,10.0,U,MIDWEST AREA,Y
9126,1091232,0.333333333,Y,NEW ENGLAND AREA,Y
9127,1091239,16.33333333,N,DC-MARYLAND-VIRGINIA AREA,Y
9128,1091245,1.666666667,U,PHILADELPHIA AREA,N
9129,1091266,10.0,U,GREAT LAKES AREA,Y
9130,1091273,0.666666667,U,SOUTHWEST AREA,N
9131,1091274,0.0,U,ATLANTIC SOUTH AREA,N
9132,1091281,2.0,Y,NEW YORK CITY AREA,N
9133,1091302,0.0,U,ATLANTIC SOUTH AREA,Y
9134,1091303,0.0,U,SOUTHWEST AREA,Y
9135,1091309,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9136,1091312,4.333333333,U,NEW YORK CITY AREA,Y
9137,1091315,0.0,U,TENNESSEE AREA,Y
9138,1091319,4.0,U,ATLANTIC SOUTH AREA,
9139,1091322,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9140,1091329,1.0,U,CENTRAL-SOUTH TEXAS AREA,Y
9141,1091347,10.0,U,LOS ANGELES AREA,N
9142,1091358,0.0,U,MIDWEST AREA,Y
9143,1091378,0.0,U,NORTH FLORIDA AREA,Y
9144,1091395,1.666666667,U,NEW ENGLAND AREA,N
9145,1091399,2.333333333,U,MIDWEST AREA,Y
9146,1091428,15.0,Y,CALIFORNIA NORTH AREA,Y
9147,1091437,8.666666667,U,MIDWEST AREA,N
9148,1091442,5.333333333,U,CALIFORNIA NORTH AREA,Y
9149,1091451,1.333333333,U,GREAT LAKES AREA,Y
9150,1091453,0.0,U,OHIO AREA,N
9151,1091501,0.0,Y,CALIFORNIA NORTH AREA,Y
9152,1091503,0.0,U,LOS ANGELES AREA,Y
9153,1091509,0.0,U,MIDWEST AREA,N
9154,1091565,3.0,U,HOUSTON AREA,Y
9155,1091586,6.0,Y,NEW YORK CITY AREA,N
9156,1091626,0.0,Y,NEW YORK CITY AREA,N
9157,1091643,0.0,U,MIDWEST AREA,N
9158,1091652,7.0,U,NEW YORK CITY AREA,Y
9159,1091670,0.0,U,NORTH FLORIDA AREA,Y
9160,1091691,0.0,Y,OHIO AREA,Y
9161,1091709,1.666666667,U,MIDWEST AREA,N
9162,1091714,0.333333333,U,LOS ANGELES AREA,Y
9163,1091721,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
9164,1091736,0.0,U,NORTH FLORIDA AREA,Y
9165,1091756,0.0,N,TENNESSEE AREA,Y
9166,1091766,1.0,U,CALIFORNIA NORTH AREA,N
9167,1091794,0.0,U,CALIFORNIA NORTH AREA,Y
9168,1091817,5.666666667,U,MIDWEST AREA,Y
9169,1091850,6.333333333,U,CALIFORNIA NORTH AREA,N
9170,1091855,1.333333333,N,LOS ANGELES AREA,Y
9171,1091866,1.0,U,HOUSTON AREA,N
9172,1091867,1.333333333,U,OHIO AREA,N
9173,1091868,0.666666667,Y,CENTRAL-SOUTH TEXAS AREA,N
9174,1091886,3.666666667,N,NEW ENGLAND AREA,N
9175,1091894,0.0,Y,SOUTHWEST AREA,Y
9176,1091896,13.0,N,SOUTHWEST AREA,N
9177,1091917,3.333333333,U,CHICAGO AREA,Y
9178,1091922,4.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
9179,1091940,5.333333333,U,SOUTH FLORIDA AREA,
9180,1091941,0.0,U,ATLANTIC SOUTH AREA,Y
9181,1091946,0.0,U,NORTH FLORIDA AREA,Y
9182,1091949,0.666666667,U,CENTRAL-SOUTH TEXAS AREA,N
9183,1091952,0.0,Y,PHILADELPHIA AREA,N
9184,1091955,0.0,N,MIDWEST AREA,Y
9185,1091963,2.666666667,U,PHILADELPHIA AREA,Y
9186,1091978,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
9187,1091986,0.0,U,NEW YORK CITY AREA,Y
9188,1092000,2.333333333,Y,DC-MARYLAND-VIRGINIA AREA,N
9189,1092001,0.333333333,U,NORTH FLORIDA AREA,Y
9190,1092002,0.666666667,N,LOS ANGELES AREA,Y
9191,1092004,0.0,U,CHICAGO AREA,Y
9192,1092009,0.0,U,LOS ANGELES AREA,N
9193,1092012,2.0,N,HOUSTON AREA,N
9194,1092014,0.666666667,U,ATLANTIC SOUTH AREA,N
9195,1092015,2.666666667,U,CENTRAL-SOUTH TEXAS AREA,
9196,1092019,7.333333333,N,CALIFORNIA NORTH AREA,Y
9197,1092023,0.0,U,NEW YORK CITY AREA,Y
9198,1092027,4.0,U,NEW ENGLAND AREA,N
9199,1092029,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9200,1092046,0.666666667,N,ATLANTIC SOUTH AREA,N
9201,1092057,2.666666667,U,OHIO AREA,Y
9202,1092070,0.0,U,CALIFORNIA NORTH AREA,Y
9203,1092077,0.0,U,SOUTHWEST AREA,Y
9204,1092106,0.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
9205,1092115,0.0,N,DC-MARYLAND-VIRGINIA AREA,Y
9206,1092124,0.666666667,U,GREAT LAKES AREA,Y
9207,1092127,6.666666667,U,MIDWEST AREA,N
9208,1092154,5.333333333,U,CALIFORNIA NORTH AREA,N
9209,1092158,1.333333333,U,GREAT LAKES AREA,Y
9210,1092165,14.0,U,CHICAGO AREA,Y
9211,1092166,0.0,U,ATLANTIC SOUTH AREA,Y
9212,1092174,16.0,U,SOUTH FLORIDA AREA,N
9213,1092198,6.666666667,N,OHIO AREA,Y
9214,1092211,0.666666667,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
9215,1092224,0.0,U,LOS ANGELES AREA,Y
9216,1092245,0.0,U,OHIO AREA,Y
9217,1092279,21.33333333,U,CHICAGO AREA,Y
9218,1092300,6.0,N,OHIO AREA,Y
9219,1092330,0.0,U,SOUTHWEST AREA,Y
9220,1092360,6.666666667,Y,TENNESSEE AREA,Y
9221,1092362,5.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
9222,1092371,0.0,N,MIDWEST AREA,N
9223,1092382,10.33333333,U,NEW ENGLAND AREA,N
9224,1092418,0.0,U,CHICAGO AREA,N
9225,1092448,6.0,U,ATLANTIC SOUTH AREA,Y
9226,1092457,2.666666667,Y,OHIO AREA,Y
9227,1092465,0.0,Y,NEW YORK CITY AREA,Y
9228,1092466,0.0,N,DALLAS AREA,Y
9229,1092468,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
9230,1092469,0.0,Y,CENTRAL-SOUTH TEXAS AREA,N
9231,1092470,10.66666667,Y,CHICAGO AREA,Y
9232,1092474,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
9233,1092475,0.0,Y,LOS ANGELES AREA,Y
9234,1092481,10.33333333,U,LOS ANGELES AREA,N
9235,1092495,0.333333333,N,PHILADELPHIA AREA,N
9236,1092498,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
9237,1092520,0.666666667,U,NEW ENGLAND AREA,N
9238,1092575,7.333333333,U,MIDWEST AREA,N
9239,1092588,0.0,U,SOUTHWEST AREA,N
9240,1092595,4.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9241,1092600,19.33333333,U,GREAT LAKES AREA,Y
9242,1092602,14.0,U,NORTH FLORIDA AREA,Y
9243,1092607,0.333333333,U,SOUTHWEST AREA,Y
9244,1092615,18.0,U,SOUTH FLORIDA AREA,Y
9245,1092628,0.0,U,CENTRAL-SOUTH TEXAS AREA,N
9246,1092636,0.0,Y,CALIFORNIA NORTH AREA,Y
9247,1092658,0.333333333,U,NEW ENGLAND AREA,Y
9248,1092662,0.0,U,ATLANTIC SOUTH AREA,N
9249,1092666,4.0,N,LOS ANGELES AREA,N
9250,1092678,2.666666667,U,HOUSTON AREA,N
9251,1092679,1.666666667,U,GREAT LAKES AREA,Y
9252,1092696,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
9253,1092708,24.66666667,Y,NEW YORK CITY AREA,Y
9254,1092719,0.333333333,U,ATLANTIC SOUTH AREA,Y
9255,1092739,0.0,U,NEW ENGLAND AREA,Y
9256,1092742,0.0,U,NEW YORK CITY AREA,Y
9257,1092773,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
9258,1092780,11.66666667,U,NEW YORK CITY AREA,Y
9259,1092783,0.0,U,NEW YORK CITY AREA,N
9260,1092800,0.0,U,SOUTHWEST AREA,N
9261,1092806,1.0,U,NEW ENGLAND AREA,Y
9262,1092817,8.666666667,U,NEW YORK CITY AREA,N
9263,1092822,13.33333333,U,DC-MARYLAND-VIRGINIA AREA,N
9264,1092834,0.0,U,NEW YORK CITY AREA,Y
9265,1092851,0.0,U,DALLAS AREA,Y
9266,1092860,6.333333333,Y,HOUSTON AREA,N
9267,1092865,11.66666667,U,NEW YORK CITY AREA,Y
9268,1092872,4.333333333,U,OHIO AREA,Y
9269,1092873,0.0,U,ATLANTIC SOUTH AREA,Y
9270,1092884,0.0,Y,OHIO AREA,N
9271,1092906,11.0,Y,GREAT LAKES AREA,Y
9272,1092920,15.33333333,U,NEW YORK CITY AREA,N
9273,1092932,0.0,U,NEW ENGLAND AREA,Y
9274,1092936,0.333333333,U,NEW ENGLAND AREA,Y
9275,1092945,0.0,U,NEW ENGLAND AREA,Y
9276,1092954,0.0,Y,DC-MARYLAND-VIRGINIA AREA,N
9277,1092960,6.333333333,Y,OHIO AREA,N
9278,1092962,11.66666667,U,DC-MARYLAND-VIRGINIA AREA,N
9279,1092972,0.0,Y,NEW YORK CITY AREA,Y
9280,1092989,1.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9281,1092992,1.0,U,NEW YORK CITY AREA,Y
9282,1092995,4.0,U,NORTH FLORIDA AREA,N
9283,1093006,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9284,1093009,11.66666667,Y,MIDWEST AREA,Y
9285,1093010,3.666666667,U,NORTH FLORIDA AREA,Y
9286,1093013,2.333333333,U,MIDWEST AREA,N
9287,1093019,2.0,U,PHILADELPHIA AREA,Y
9288,1093024,4.0,Y,LOS ANGELES AREA,N
9289,1093030,2.333333333,U,OHIO AREA,Y
9290,1093040,0.0,U,ATLANTIC SOUTH AREA,Y
9291,1093046,5.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
9292,1093067,0.666666667,U,CHICAGO AREA,Y
9293,1093076,0.0,U,LOS ANGELES AREA,Y
9294,1093087,0.0,U,TENNESSEE AREA,Y
9295,1093124,7.333333333,U,NEW ENGLAND AREA,Y
9296,1093133,0.0,N,NEW YORK CITY AREA,N
9297,1093135,0.666666667,Y,ATLANTIC SOUTH AREA,Y
9298,1093141,0.0,U,NEW ENGLAND AREA,Y
9299,1093149,1.0,U,TENNESSEE AREA,Y
9300,1093160,13.33333333,U,NEW YORK CITY AREA,Y
9301,1093164,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
9302,1093179,18.33333333,U,ATLANTIC SOUTH AREA,Y
9303,1093180,3.0,U,TENNESSEE AREA,Y
9304,1093199,0.0,N,CALIFORNIA NORTH AREA,Y
9305,1093201,3.333333333,U,ATLANTIC SOUTH AREA,
9306,1093205,8.333333333,U,NEW YORK CITY AREA,Y
9307,1093208,2.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9308,1093217,0.0,N,HOUSTON AREA,N
9309,1093220,0.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
9310,1093223,0.0,U,SOUTHWEST AREA,N
9311,1093259,0.0,U,MIDWEST AREA,Y
9312,1093277,1.0,U,GREAT LAKES AREA,Y
9313,1093278,0.0,Y,NEW ENGLAND AREA,Y
9314,1093283,0.0,U,ATLANTIC SOUTH AREA,N
9315,1093288,0.0,Y,NEW YORK CITY AREA,Y
9316,1093299,3.333333333,N,CENTRAL-SOUTH TEXAS AREA,N
9317,1093309,0.0,U,SOUTHWEST AREA,Y
9318,1093315,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9319,1093321,1.333333333,U,NORTH FLORIDA AREA,N
9320,1093332,4.0,U,CENTRAL-SOUTH TEXAS AREA,Y
9321,1093337,10.33333333,U,LOS ANGELES AREA,N
9322,1093356,4.333333333,Y,DC-MARYLAND-VIRGINIA AREA,N
9323,1093371,0.0,U,SOUTH FLORIDA AREA,Y
9324,1093373,5.0,U,NORTH FLORIDA AREA,N
9325,1093381,0.0,U,NORTH FLORIDA AREA,N
9326,1093391,0.0,U,MIDWEST AREA,Y
9327,1093414,0.333333333,U,NEW YORK CITY AREA,Y
9328,1093424,6.333333333,Y,NEW YORK CITY AREA,Y
9329,1093432,0.0,N,NORTH FLORIDA AREA,N
9330,1093439,0.0,U,CHICAGO AREA,Y
9331,1093456,0.333333333,U,CENTRAL-SOUTH TEXAS AREA,N
9332,1093474,9.0,N,HOUSTON AREA,Y
9333,1093476,7.333333333,U,OHIO AREA,N
9334,1093481,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,
9335,1093494,20.0,U,CHICAGO AREA,Y
9336,1093498,0.333333333,U,CHICAGO AREA,Y
9337,1093502,0.333333333,U,SOUTHWEST AREA,Y
9338,1093504,0.0,U,SOUTH FLORIDA AREA,Y
9339,1093509,0.0,Y,CENTRAL-SOUTH TEXAS AREA,N
9340,1093516,1.666666667,U,NORTH FLORIDA AREA,Y
9341,1093517,16.66666667,Y,NEW YORK CITY AREA,N
9342,1093522,30.0,U,DALLAS AREA,Y
9343,1093523,12.33333333,U,DALLAS AREA,
9344,1093533,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9345,1093550,1.333333333,U,NEW YORK CITY AREA,Y
9346,1093566,3.0,U,DC-MARYLAND-VIRGINIA AREA,N
9347,1093603,0.0,U,DALLAS AREA,Y
9348,1093609,0.0,U,CALIFORNIA NORTH AREA,Y
9349,1093618,0.0,U,GREAT LAKES AREA,Y
9350,1093626,0.0,U,LOS ANGELES AREA,N
9351,1093627,0.0,U,SOUTHWEST AREA,N
9352,1093677,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9353,1093684,0.0,Y,ATLANTIC SOUTH AREA,Y
9354,1093685,9.0,U,NORTH FLORIDA AREA,N
9355,1093687,1.333333333,U,NORTH FLORIDA AREA,Y
9356,1093692,3.0,U,NORTH FLORIDA AREA,N
9357,1093698,0.0,U,NEW ENGLAND AREA,Y
9358,1093702,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
9359,1093706,0.0,U,NEW YORK CITY AREA,Y
9360,1093736,0.666666667,U,DC-MARYLAND-VIRGINIA AREA,N
9361,1093745,0.0,U,ATLANTIC SOUTH AREA,Y
9362,1093747,0.0,Y,GREAT LAKES AREA,N
9363,1093750,8.0,U,CHICAGO AREA,Y
9364,1093751,4.0,Y,MIDWEST AREA,Y
9365,1093778,0.0,U,SOUTHWEST AREA,N
9366,1093798,0.666666667,U,NORTH FLORIDA AREA,Y
9367,1093801,5.0,U,DALLAS AREA,N
9368,1093816,0.0,U,ATLANTIC SOUTH AREA,Y
9369,1093837,0.0,U,MIDWEST AREA,N
9370,1093842,0.0,N,TENNESSEE AREA,Y
9371,1093844,0.0,U,NEW YORK CITY AREA,Y
9372,1093850,11.33333333,U,CALIFORNIA NORTH AREA,N
9373,1093854,0.0,Y,NORTH FLORIDA AREA,N
9374,1093860,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
9375,1093861,0.0,Y,OHIO AREA,Y
9376,1093864,1.666666667,U,CHICAGO AREA,N
9377,1093874,3.333333333,U,CHICAGO AREA,Y
9378,1093879,12.66666667,Y,OHIO AREA,Y
9379,1093889,15.66666667,U,OHIO AREA,Y
9380,1093904,0.666666667,U,DALLAS AREA,Y
9381,1093909,0.0,N,CENTRAL-SOUTH TEXAS AREA,Y
9382,1093917,10.66666667,U,ATLANTIC SOUTH AREA,Y
9383,1093926,1.0,U,LOS ANGELES AREA,N
9384,1093972,12.66666667,N,SOUTH FLORIDA AREA,N
9385,1093973,0.333333333,U,OHIO AREA,Y
9386,1093974,17.66666667,U,NEW YORK CITY AREA,Y
9387,1093976,11.33333333,Y,PHILADELPHIA AREA,N
9388,1093991,3.333333333,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
9389,1093995,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
9390,1093997,0.666666667,U,HOUSTON AREA,Y
9391,1093998,10.66666667,U,CENTRAL-SOUTH TEXAS AREA,Y
9392,1094004,0.0,Y,NEW YORK CITY AREA,Y
9393,1094015,1.333333333,U,CHICAGO AREA,Y
9394,1094018,0.0,U,ATLANTIC SOUTH AREA,Y
9395,1094035,0.0,U,CALIFORNIA NORTH AREA,N
9396,1094054,0.0,U,CENTRAL-SOUTH TEXAS AREA,N
9397,1094064,3.0,U,LOS ANGELES AREA,N
9398,1094072,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
9399,1094073,10.33333333,U,GREAT LAKES AREA,N
9400,1094079,0.666666667,U,CHICAGO AREA,N
9401,1094080,0.0,U,NEW YORK CITY AREA,Y
9402,1094086,0.0,U,NEW YORK CITY AREA,Y
9403,1094091,2.333333333,U,GREAT LAKES AREA,N
9404,1094097,8.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,N
9405,1094104,19.33333333,U,DC-MARYLAND-VIRGINIA AREA,N
9406,1094105,0.0,U,CHICAGO AREA,Y
9407,1094112,0.0,U,NORTH FLORIDA AREA,N
9408,1094115,0.666666667,U,NEW ENGLAND AREA,N
9409,1094124,5.333333333,U,ATLANTIC SOUTH AREA,N
9410,1094130,1.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,
9411,1094144,10.33333333,U,HOUSTON AREA,Y
9412,1094146,0.0,U,CALIFORNIA NORTH AREA,N
9413,1094160,0.0,U,NORTH FLORIDA AREA,N
9414,1094174,0.0,U,SOUTHWEST AREA,N
9415,1094175,1.666666667,U,LOS ANGELES AREA,N
9416,1094181,14.0,U,NORTH FLORIDA AREA,N
9417,1094185,3.666666667,U,DC-MARYLAND-VIRGINIA AREA,N
9418,1094193,0.0,U,MIDWEST AREA,N
9419,1094209,0.333333333,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
9420,1094210,4.666666667,Y,SOUTH FLORIDA AREA,N
9421,1094230,1.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
9422,1094238,0.0,U,LOS ANGELES AREA,Y
9423,1094250,0.0,N,PHILADELPHIA AREA,Y
9424,1094270,22.0,U,MIDWEST AREA,N
9425,1094277,8.333333333,U,MIDWEST AREA,Y
9426,1094284,3.0,U,GREAT LAKES AREA,N
9427,1094288,0.333333333,U,CHICAGO AREA,N
9428,1094308,12.66666667,U,NEW YORK CITY AREA,Y
9429,1094311,1.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
9430,1094314,0.333333333,U,DC-MARYLAND-VIRGINIA AREA,N
9431,1094334,0.0,Y,LOS ANGELES AREA,Y
9432,1094335,16.66666667,U,CENTRAL-SOUTH TEXAS AREA,Y
9433,1094352,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9434,1094355,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
9435,1094358,8.333333333,U,DC-MARYLAND-VIRGINIA AREA,N
9436,1094360,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
9437,1094369,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
9438,1094382,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
9439,1094390,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
9440,1094395,0.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
9441,1094399,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
9442,1094404,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
9443,1094407,1.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
9444,1094408,18.66666667,U,NEW ENGLAND AREA,N
9445,1094411,15.33333333,U,CALIFORNIA NORTH AREA,N
9446,1094422,9.0,U,SOUTHWEST AREA,Y
9447,1094427,0.333333333,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
9448,1094428,7.333333333,N,CENTRAL-SOUTH TEXAS AREA,N
9449,1094435,5.333333333,U,OHIO AREA,N
9450,1094436,2.666666667,U,LOS ANGELES AREA,N
9451,1094448,22.0,Y,LOS ANGELES AREA,N
9452,1094457,2.0,U,CENTRAL-SOUTH TEXAS AREA,N
